BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201109,25,1929,201109,25,1934,56688,339761,MISSISSIPPI,28,2011,September,Tornado,C,133,SUNFLOWER,JAN,25-SEP-11 19:29:00,CST-6,25-SEP-11 19:34:00,0,0,0,0,20.00K,0.00K,Emergency Manager,,,,,EF1,1.44,200.0,,,,,2.5,SSW,DREW,0.96,SSW,BALLASTON,33.7866,-90.5467,33.7673,-90.537,"An anomalous early autumn storm system brought severe weather to portions of the ArkLaMiss. Tornadoes, damaging winds and large hail occurred in the ArkLaMiss Delta during the evening hours of September twenty fifth. The most significant damage occurred in Cleveland, MS where a tornado damaged portions of a subdivision as well as a Walmart and Sears. The line of storms tracked very slowly to the south and east, causing numerous trees to fall across the Delta as well as flash flooding. Another tornado moved over Sunflower County near Drew. An agricultural pivot was flipped over and a few trees and power lines were blown down.","An agricultural pivot was flipped over, along with two trees snapped. Powerlines were downed, the roof was blown off a pumphouse as well as a baseball dugout, and some playground equipment was flipped over. The damage started just west of Radio Station Road and ended along Blue Lake Road. Maximum winds were estimated at 95 mph.",CSV
201104,27,2028,201104,27,2033,49915,300942,TENNESSEE,47,2011,April,Tornado,C,143,RHEA,MRX,27-APR-11 20:28:00,EST-5,27-APR-11 20:33:00,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF1,1.5,75.0,,,,,0.21,SSE,IDEAL VLY,1.27,NE,SPRING CITY,35.697,-84.879,35.713,-84.854,Favorable atmospheric conditions resulted in a deadly tornado outbreak across east Tennessee on the 27th.  The thunderstorms produced more than 50 tornadoes across the east Tennessee area with 32 deaths and more than 200 injured.  The tornadoes produced from light to heavy damage to hundreds of homes and businesses.  Hail as large as baseballs was also reported.,A NWS storm survey reported an EF1 tornado touched down near Spring City.  It formed west of city and and tracked the northern portions of the city where it dissipated. It had a path width of 75 yards and a path length of 1.5 miles. The 90 mph wind downed  a few trees.,CSV
201104,27,2024,201104,27,2025,49915,302474,TENNESSEE,47,2011,April,Tornado,C,89,JEFFERSON,MRX,27-APR-11 20:24:00,EST-5,27-APR-11 20:25:00,0,0,0,0,5.00K,0.00K,NWS Storm Survey,,,,,EF0,0.8,50.0,,,,,1.09,WNW,OAKLAND,0.67,S,FLAT GAP,36.054,-83.4889,36.0603,-83.4793,Favorable atmospheric conditions resulted in a deadly tornado outbreak across east Tennessee on the 27th.  The thunderstorms produced more than 50 tornadoes across the east Tennessee area with 32 deaths and more than 200 injured.  The tornadoes produced from light to heavy damage to hundreds of homes and businesses.  Hail as large as baseballs was also reported.,A NWS Storm Survey reported an EF0 tornado touched down near the Patriot Hills Golf Course area.  It formed near the subdivision behind Patriot Hills Golf Course and tracked to just northeast of Highway 92 where it dissipated.  It had a path width of 50 yards and a path length of 0.8 miles.  The max wind of 65 mph downed a few trees.,CSV
201110,5,1419,201110,5,1424,58129,348572,WASHINGTON,53,2011,October,Tornado,C,75,WHITMAN,OTX,05-OCT-11 14:19:00,PST-8,05-OCT-11 14:24:00,0,0,0,0,0.00K,0.00K,Public,,,,,EF0,0.02,20.0,,,,,13.0,NW,ST JOHN,6.27,NW,LAVISTA,47.233,-117.7657,47.2333,-117.7658,"A deep upper-level trough sagged into the Pacific Northwest during the afternoon of October 5th. Stable rainfall was common through most of the morning and early afternoon over eastern Washington.  During the early afternoon, a jet streak rounding the base of the trough coupled with cooling aloft, and brief thinning of the overcast skies on the eastern flank of the precipitation shield contributed to a rapid, very short-lived window of surface based instability and low-level wind shear over the Washington Palouse. This resulted in the development of two intense updrafts and formation of a pair of funnel clouds, one which briefly touched down over open wheat fields in northern Whitman County. There was no damage or injuries related to the tornado.",A farmer in northern Whitman County spotted two funnel clouds the afternoon of October 5th approximately thirteen miles northwest of Saint John.  One funnel cloud briefly touched down over open wheat fields.,CSV
201106,1,1732,201106,1,1740,52130,326129,MASSACHUSETTS,25,2011,June,Tornado,C,13,HAMPDEN,BOX,01-JUN-11 17:32:00,EST-5,01-JUN-11 17:40:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,4.16,200.0,,,,,1.24,SE,INDIAN ORCHARD,1.02,E,NORTH WILBRAHAM,42.14,-72.48,42.15,-72.4,"An upper level closed low over southern Ontario tracked across Quebec while at the surface, a cold front over western New York crossed southern New England in the evening of June 1.  An environment characterized by high CAPE (2000-3000 J/kg) and high shear (greater than 200 m2/s2) was in place across western Massachusetts.  In addition, mid level lapse rates were an impressive 7 to 8 C/km.  Thunderstorms forming ahead of the front organized into discrete supercells in an environment highly favorable for tornado formation.  ||While convection fired early in the day along a weak low level theta-e ridge across north central Massachusetts and southern New Hampshire, clearing allowed for rapid destabilization in the afternoon.  ||Thunderstorms developed during the morning ahead of the cold front from eastern Pennsylvania into southeast New York and Vermont.  By about 3 pm, the storms entered western Massachusetts and were in the form of discrete supercells.  By 4 pm, several supercells had developed across southern Vermont, southwest New Hampshire, and western Massachusetts.  At that time, the supercell which eventually produced the most significant tornado entered Hampden County from the Berkshires.   This cell produced what was evaluated to be an EF-3 tornado touching down in Westfield and continuing on a 38 mile long trek through West Springfield, Springfield, Wilbraham, Monson, Brimfield, and Sturbridge.  This tornado was on the ground for an estimated 70 minutes.||About two hours later, another supercell tracked just to the north of the storm track of the EF3 tornado. While its rotation was not as strong, it produced brief tornadoes in Wilbraham (EF1), North Brimfield (EF1), and Sturbridge (EF0).||While the focus was certainly on the tornadoes and their damage, damaging winds, large hail up to two inches in diameter, and some flash flooding also occurred across southern New England.","The tornado touched down in the northwest corner of Wilbraham and continued east crossing Main Street and Mountain Road, but remained south of Route 20.  Most of the damage was to trees with large limbs snapped off, as well as numerous trees downed.  Several trees were uprooted.||All associated property damage estimates are included in the EF3 tornado that occurred in Hampden and Worcester Counties.",CSV
201106,1,1754,201106,1,1757,52130,326133,MASSACHUSETTS,25,2011,June,Tornado,C,13,HAMPDEN,BOX,01-JUN-11 17:54:00,EST-5,01-JUN-11 17:57:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,1.69,100.0,,,,,2.07,NW,BRIMFIELD,2.07,N,BRIMFIELD,42.14,-72.23,42.15,-72.2,"An upper level closed low over southern Ontario tracked across Quebec while at the surface, a cold front over western New York crossed southern New England in the evening of June 1.  An environment characterized by high CAPE (2000-3000 J/kg) and high shear (greater than 200 m2/s2) was in place across western Massachusetts.  In addition, mid level lapse rates were an impressive 7 to 8 C/km.  Thunderstorms forming ahead of the front organized into discrete supercells in an environment highly favorable for tornado formation.  ||While convection fired early in the day along a weak low level theta-e ridge across north central Massachusetts and southern New Hampshire, clearing allowed for rapid destabilization in the afternoon.  ||Thunderstorms developed during the morning ahead of the cold front from eastern Pennsylvania into southeast New York and Vermont.  By about 3 pm, the storms entered western Massachusetts and were in the form of discrete supercells.  By 4 pm, several supercells had developed across southern Vermont, southwest New Hampshire, and western Massachusetts.  At that time, the supercell which eventually produced the most significant tornado entered Hampden County from the Berkshires.   This cell produced what was evaluated to be an EF-3 tornado touching down in Westfield and continuing on a 38 mile long trek through West Springfield, Springfield, Wilbraham, Monson, Brimfield, and Sturbridge.  This tornado was on the ground for an estimated 70 minutes.||About two hours later, another supercell tracked just to the north of the storm track of the EF3 tornado. While its rotation was not as strong, it produced brief tornadoes in Wilbraham (EF1), North Brimfield (EF1), and Sturbridge (EF0).||While the focus was certainly on the tornadoes and their damage, damaging winds, large hail up to two inches in diameter, and some flash flooding also occurred across southern New England.","The tornado touched down north of Brimfield, west of Route 19.  It then crossed Route 19 and lifted near Tower Hill Road.  The damage was surveyed on the ground and by aircraft and consisted of trees with large limbs snapped off, as well as numerous trees downed, a few of which were uprooted.  This tornado was produced by the same thunderstorm that produced the North Wilbraham tornado.||All associated property damage estimates are included in the EF3 tornado that occurred in Hampden and Worcester Counties.",CSV
201104,27,2040,201104,27,2050,49915,347885,TENNESSEE,47,2011,April,Tornado,C,9,BLOUNT,MRX,27-APR-11 20:40:00,EST-5,27-APR-11 20:50:00,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF0,13.2,440.0,,,,,0.47,WSW,CHILHOWEE,1.48,NW,LAWSON XRDS,35.5467,-84.0274,35.663,-83.841,Favorable atmospheric conditions resulted in a deadly tornado outbreak across east Tennessee on the 27th.  The thunderstorms produced more than 50 tornadoes across the east Tennessee area with 32 deaths and more than 200 injured.  The tornadoes produced from light to heavy damage to hundreds of homes and businesses.  Hail as large as baseballs was also reported.,A NWS storm survey reported an EF0 tornado touched down near Chilhowee Lake in Monroe County and tracked into Blount County where it dissipated. It had a path width of 440 yards and a path length of 15 miles.  The max wind of 70 mph downed many trees.,CSV
201104,27,1900,201104,27,1902,49915,302486,TENNESSEE,47,2011,April,Tornado,C,105,LOUDON,MRX,27-APR-11 19:00:00,EST-5,27-APR-11 19:02:00,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF0,1.0,50.0,,,,,1.32,WSW,GREENBACK,0.89,NW,GREENBACK,35.66,-84.19,35.68,-84.18,Favorable atmospheric conditions resulted in a deadly tornado outbreak across east Tennessee on the 27th.  The thunderstorms produced more than 50 tornadoes across the east Tennessee area with 32 deaths and more than 200 injured.  The tornadoes produced from light to heavy damage to hundreds of homes and businesses.  Hail as large as baseballs was also reported.,A NWS Storm Survey reported an EF0 tornado touched down near West Greenback. It had a path width of 50 yards and a path length of 1.0 miles.  The max wind of 70 mph downed several trees.,CSV
201109,25,1904,201109,25,1916,56688,339704,MISSISSIPPI,28,2011,September,Tornado,C,11,BOLIVAR,JAN,25-SEP-11 19:04:00,CST-6,25-SEP-11 19:16:00,0,0,0,0,2.50M,0.00K,NWS Storm Survey,,,,,EF1,7.66,800.0,JAN,MS,133.0,SUNFLOWER,2.74,NE,KIMBALL LAKE,4.02,E,CLEVELAND,33.7933,-90.7814,33.7469,-90.6602,"An anomalous early autumn storm system brought severe weather to portions of the ArkLaMiss. Tornadoes, damaging winds and large hail occurred in the ArkLaMiss Delta during the evening hours of September twenty fifth. The most significant damage occurred in Cleveland, MS where a tornado damaged portions of a subdivision as well as a Walmart and Sears. The line of storms tracked very slowly to the south and east, causing numerous trees to fall across the Delta as well as flash flooding. Another tornado moved over Sunflower County near Drew. An agricultural pivot was flipped over and a few trees and power lines were blown down.","The tornado started out producing a relatively narrow path of tree damage along Township Road. It moved southeast through the Stanton subdivision, heavily damaging four trailer homes and caused minor to moderate damage to several other homes and outbuildings. It continued to move southeast causing tree damage, and widened as it moved into the northwest side of the city of Cleveland. As the tornado moved through the north side of Cleveland, it snapped and uprooted numerous trees, blew the signs out of several restaurants and stores, blew the doors out of the automotive area of a department store, and blew out a wall and a large part of a roof of another commercial building. Several homes suffered shingle damage and power lines were downed. The tornado then turned more eastward, continuing to cause tree damage as it moved along and just north of State Highway 8 east of Cleveland. Additional power lines were downed and a few more homes suffered minor roof damage due to wind or branches falling on them. As the tornado crossed into Sunflower County it moved more southeast again. It snapped several wooden power poles along and just south of Highway 8 along Mallette-Jones Road, along with destroying a greenhouse type structure and causing some roof damage to a frame home. The tornado continued to cause tree damage in a relatively narrow path as it crossed Walker Road, and then dissipated before reaching Lusk Road. Maximum wind speeds were estimated at 100 mph.",CSV
201106,1,1517,201106,1,1609,52130,323440,MASSACHUSETTS,25,2011,June,Tornado,C,13,HAMPDEN,BOX,01-JUN-11 15:17:00,EST-5,01-JUN-11 16:09:00,200,0,3,0,227.60M,0.00K,NWS Storm Survey,,,,,EF3,31.52,880.0,BOX,MA,27.0,WORCESTER,1.38,S,WESTFIELD,3.33,NNE,HOLLAND,42.1,-72.75,42.1107,-72.1354,"An upper level closed low over southern Ontario tracked across Quebec while at the surface, a cold front over western New York crossed southern New England in the evening of June 1.  An environment characterized by high CAPE (2000-3000 J/kg) and high shear (greater than 200 m2/s2) was in place across western Massachusetts.  In addition, mid level lapse rates were an impressive 7 to 8 C/km.  Thunderstorms forming ahead of the front organized into discrete supercells in an environment highly favorable for tornado formation.  ||While convection fired early in the day along a weak low level theta-e ridge across north central Massachusetts and southern New Hampshire, clearing allowed for rapid destabilization in the afternoon.  ||Thunderstorms developed during the morning ahead of the cold front from eastern Pennsylvania into southeast New York and Vermont.  By about 3 pm, the storms entered western Massachusetts and were in the form of discrete supercells.  By 4 pm, several supercells had developed across southern Vermont, southwest New Hampshire, and western Massachusetts.  At that time, the supercell which eventually produced the most significant tornado entered Hampden County from the Berkshires.   This cell produced what was evaluated to be an EF-3 tornado touching down in Westfield and continuing on a 38 mile long trek through West Springfield, Springfield, Wilbraham, Monson, Brimfield, and Sturbridge.  This tornado was on the ground for an estimated 70 minutes.||About two hours later, another supercell tracked just to the north of the storm track of the EF3 tornado. While its rotation was not as strong, it produced brief tornadoes in Wilbraham (EF1), North Brimfield (EF1), and Sturbridge (EF0).||While the focus was certainly on the tornadoes and their damage, damaging winds, large hail up to two inches in diameter, and some flash flooding also occurred across southern New England.","A supercell thunderstorm developed over western Massachusetts.  This storm strengthened and produced a long-lived, very significant tornado that did extensive damage across southwest and south central Massachusetts.||This storm will be noted not only for its intensity, but also for the length of the continuous damage path, approximately 38 miles, 31 of which were in Hampden County.  The tornado was also very wide at some points, reaching a maximum width of one half mile.||The tornado first touched down in the Munger Hill section of Westfield with damage mainly limited to trees, many uprooted and snapped.  The roof of Munger Hill Elementary School was also damaged.  The tornado rapidly intensified as it moved into West Springfield and caused extensive damage to industrial buildings and homes.  Several buildings had their roofs removed by the tornado, a few structures collapsed, and several multi-story buildings lost their upper stories.  ||The tornado then crossed the Connecticut River adjacent to the Memorial Avenue bridge and into the city of Springfield.  Here the tornado produced extensive damage to the south side of the downtown area with many homes destroyed.  In addition, commercial brick buildings sustained major damage.  Roofs were removed from many of these large commercial structures.  The tornado also produced severe structural damage to townhomes and apartments near Springfield College.  The tornado continued moving east into the Island Pond section of Springfield, where Cathedral High School and St. Michael's Academy sustained significant damage and many homes in this part of the city were completely destroyed.||The tornado continued to move east through Wilbraham near the Wilbraham/Hampden town line producing nearly complete deforestation and significant damage to nearby structures.||Widespread damage occurred in Monson as the tornado moved directly through the center of town.  Many houses were completely destroyed and significant damage was done to commercial and residential buildings.  The roof of Monson High School was destroyed.  Forested parts of town experienced nearly complete deforestation and in some locations the bark was stripped from the tree trunks.||The tornado moved across the Brimfield State Forest where it reached its maximum width of approximately one half mile.  Additional significant damage occurred both to structures and forested areas for many miles through Brimfield before crossing into Worcester County just south of Route 20.||Three fatalities were directly attributable to the tornado, two in West Springfield and one in Brimfield.  A thirty-nine year old woman in West Springfield was killed when her house collapsed on her while she sheltered her 15 year old daughter in the bathtub.  Also in West Springfield, a twenty-three year old man was killed when his van was crushed by a falling tree.  A fifty-two year old woman in Brimfield was killed when the trailer home she was living in was thrown 35 feet into the air.  In addition, two hundred people were treated for injuries sustained in the tornado.||It was estimated that 1400 houses and at least 78 businesses were either damaged or destroyed.  Of these 1400 houses, roughly 300 of them had been completely destroyed, including about 200 in Springfield, 51 in Monson, 39 in Brimfield, and 13 in Wilbraham.  Two hundred residential buildings were condemned and more than 300 rental units were lost throughout western Massachusetts.  ||Two public schools in Springfield and one in Westfield were severely damaged by the tornado.  At least two parochial schools were also destroyed. The students attending these schools were temporarily assigned to other area schools for the remainder of the school year.  Public school students will begin the 2011-2012 school year in modular buildings on the site of their former school buildings and parochial students will be travelling to temporary locations, some outside their home city.||Nearly 10,000 acres of woodlands were destoyed with the Massachusetts Forest Landowners Association estimating a clean up cost of $3.6 million.  This is included in the property damage estimate.  In Springfield alone, 7500 mature trees were uprooted or destroyed.||Shelters that opened across western Massachusetts on June 1, sheltered a total of 330 residents for a total of 30 days.||President Obama issued a Major Disaster Declaration for Hampden County shortly after the tornado.||The Massachusetts Division of Insurance reported that 9500 insurance claims were completed by residents as a result of the June 1 tornadoes, adding up to $175 million worth of damage.  This included 5000 personal insurance claims totalling $135 million, 3500 automobile claims totalling $20 million, and 1000 commercial property claims totalling $20 million.  These damage amounts are also included in the property damage estimates with this event.||Property damage estimates, injuries, and fatalities are a total for the entire June 1 episode with the majority of the damage and all of the injuries and fatalities directly related to this long track EF3 tornado.  The remainder of the property damage listed on this event can be attributed to one of the other 3 tornadoes that occurred in western Massachusetts on June 1.",CSV
201109,3,1950,201109,3,1952,58178,348880,LOUISIANA,22,2011,September,Tornado,C,87,ST. BERNARD,LIX,03-SEP-11 19:50:00,CST-6,03-SEP-11 19:52:00,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF1,0.5,50.0,,,,,0.61,NNE,VERRET,1.14,NNE,VERRET,29.8587,-89.778,29.8654,-89.7732,"Tropical Storm Lee initially developed as Tropical Depression Thirteen in middle Gulf of Mexico on Thursday evening September 1st.   The depression moved slowly north and gradually strengthened, eventually reaching tropical storm strength just south of Louisiana coast on Friday afternoon September 2nd.  Tropical Storm Lee made only slow and haltingly northward progress over the next 24 hours eventually moving  onshore the Louisiana coast Saturday night, September 3rd,  with a maximum sustained wind estimated around 60 mph.   Lee moved slowly inland to north of Baton Rouge late Sunday September 4th,  and eventually weakened to a tropical depression Sunday evening. ||There was one confirmed tornado touchdown in Saint Bernard Parish resulting in $5,000 in property damage.","A tornado touchdown occurred near the intersection of Pilate Lane and Bayou Road. The tornado touched down near the flood wall and moved NNE across Pilate Lane. It caused significant damage to one trailer, separating the roof from the walls. It also snapped several large tree branches, downed a wooden fence, and destroyed a wooden shed. Near Bayou Road, the tornado caused minor damage to a brick home and snapped an 18 inch diameter tree near the base. From there, the tornado continued NNE into a marshy area where damage was observed in the tree tops. Total surveyed path was roughly 0.5 miles, but the path may have been longer through the marshy area into Lake Borgne. Maximum sustained winds were estimated at 100 mph. Path width 50 yards.",CSV
201104,27,1536,201104,27,1608,50516,309095,ALABAMA,1,2011,April,Tornado,C,89,MADISON,HUN,27-APR-11 15:36:00,CST-6,27-APR-11 16:08:00,0,0,9,0,,0.00K,NWS Storm Survey,,,,,EF4,27.2,880.0,HUN,TN,103.0,LINCOLN,2.14,SSW,CLUTTSVILLE,2.13,ENE,ROSEBORO,34.8017,-86.7855,34.9915,-86.365,"A powerful storm system roared across the Southeast United States on Wednesday, April 27, 2011. In the wake of this system, hundreds of people were left injured and/or homeless, along with approximately 100 people who lost their lives in the northern Alabama area alone. Some of the devastation was literally unimaginable with countless homes, neighborhoods and even portions of cities or towns either partially or completely destroyed. This storm system would be responsible for one of the largest and deadliest tornado outbreaks to ever impact much of the southeastern region.| |The powerful storm system that affected the National Weather Service, Huntsville service area would actually occur in three separate waves of severe weather that day. The first occurred during the early morning hours of April 27, 2011 roughly between the hours of 2 AM and 8 AM CDT, while the second occurred during the late-morning to early afternoon period. The third and most devastating wave occurred during the afternoon hours on Wednesday, with some of the most violent and destructive tornadoes to affect the central Tennessee Valley area in recent decades.| |The worst areas impacted by these storms included the towns of Phil Campbell and Oak Grove in eastern Franklin County Alabama, Mt. Hope in western Lawrence County and the Tanner Community in eastern Limestone County. Along a line connecting these areas tracked an EF5 tornado with peak winds around 210 mph, the strongest and most violent on the Enhanced Fujita Scale. ||Other areas impacted by the storms include the city of Cullman, where extensive damage occurred to buildings in the downtown area, and to the town of Fairview, both of which are located in Cullman County. Downstream, further significant damage occurred to the Ruth and Oak Grove communities in Marshall County. In addition, the communities of Rainsville and Sylvania along with the towns of Henagar and Ider in DeKalb County were severely impacted. Fatalities in DeKalb County alone numbered at least 33 people. Furthermore, the towns of Flat Rock, Higdon and Pisgah in Jackson County sustained incredible damage. The tornadoes that affected these areas were rated as an EF4 with maximum winds near 190 mph.||In most of these areas alone, numerous people lost their lives. These represent just several of the communities and towns impacted by the events of April 27, 2011. While the majority of the analysis and survey work conducted by the National Weather Service, Huntsville and its partners have been completed, there will undoubtedly be countless research studies conducted by both academia and operational personnel in order to further evaluate and understand the complex processes associated with this near unprecedented severe weather outbreak.","The tornado crossed in Madison County east of Limestone County Prison���along Orvil Smith Road with a path width of �� mile.  The tornado maintained an EF-3 strength with winds of 140 to 160 MPH and a path width between �� and �� mile for much of its track northeast across Old Railroad Bed Road and Ford Chapel Road, before narrowing to around 300 yards in Anderson Hills. Dozens of well-constructed homes were destroyed, in some cases with all exterior walls collapsing in both single and two-story homes. At least 3-5 mobile homes were either destroyed or swept completely clean with no evidence of debris.  At least 2 other well-constructed homes had complete wall collapse in Anderson Hills and were shifted off their foundation. This damage was once again consistent with low end EF-4 wind speeds of around 170 MPH.||Numerous tall pines and other hardwood trees were snapped, uprooted and debarked along the entire path. The path width widened once again to around �� mile as the tornado tracked through residential areas along Bald Eagle Lane, Old Eli Road and Ginnery Row.  At least 2 of these homes had complete wall collapse, but these structures had foundation straps and nails in lieu of bolts. At least one fatality was confirmed at one of these residences. Eight additional fatalities occurred in Madison County along the track of this violent tornado. The damage was consistent with high end EF-3 wind speeds between 140 and 160 MPH. The tornado lifted just south of the Patterson Lane after twisting irrigation equipment and snapping additional trees. Just to the northeast of this location, the tornado touched down again as an EF-0 tornado with peak wind speeds of 70 MPH. Along Grimwood Road and Walker Lane, south of Hazel Green, the tornado uprooted and snapped several trees. The tornado weakened or may have lifted briefly across extreme northeast Madison County before re-strengthening again as it entered Lincoln County in Southern Middle Tennessee.",CSV
201109,5,1705,201109,5,1707,58114,348544,VIRGINIA,51,2011,September,Tornado,C,65,FLUVANNA,AKQ,05-SEP-11 17:05:00,EST-5,05-SEP-11 17:07:00,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF0,0.88,100.0,,,,,1.76,NW,BYBEE,2.14,NNW,BYBEE,37.94,-78.2,37.95,-78.19,Isolated severe thunderstorm in advance of a cold front produced a weak tornado across portions of central Virginia.,"Tornado (EF0) initially touched down along State Route 613 just southwest of Bybee Baptist Church. It then tracked northeast along Route 613, moving over the church before crossing State Route 607 before lifting in a wooded field. Numerous large limbs were snapped off trees with two trees downed, one at the church and the second fell across State Route 607. The church also had some minor damage to the steeple and roof. Winds with the tornado were estimated in the 60 to 70 mph range.",CSV
201109,17,1646,201109,17,1649,55768,349600,OKLAHOMA,40,2011,September,Tornado,C,53,GRANT,OUN,17-SEP-11 16:46:00,CST-6,17-SEP-11 16:49:00,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EF0,1.52,75.0,,,,,4.2,S,WAKITA,5.01,S,WAKITA,36.82,-97.932,36.808,-97.909,"A warm front moved slowly north through Oklahoma, settling near the Oklahoma and Kansas border by mid afternoon. Scattered thunderstorms developed over western and northern Oklahoma, with another area of thunderstorms developing near the Red River. The thunderstorms produced large hail and heavy rain as they moved east and northeast. One thunderstorm, however, remained discrete and moved east and then east-southeast over north-central Oklahoma. Backed surface winds near the warm front helped maximize low-level wind shear, and three brief tornadoes developed over open country in Grant county. The storms over southwest Oklahoma weakened with the loss of daytime heating, but the northern Oklahoma storms merged into a complex. This complex continued well into the evening producing heavy rain.",Numerous storm chasers reported a tornado south of Wakita that persisted for a few minutes as it moved southeast. No damage was reported.,CSV
201104,27,1800,201104,27,1802,49915,350722,TENNESSEE,47,2011,April,Tornado,C,107,MCMINN,MRX,27-APR-11 18:00:00,EST-5,27-APR-11 18:02:00,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF0,2.3,50.0,,,,,3.0,SSW,ETOWAH,1.0,SW,ETOWAH,35.2899,-84.5504,35.3198,-84.5425,Favorable atmospheric conditions resulted in a deadly tornado outbreak across east Tennessee on the 27th.  The thunderstorms produced more than 50 tornadoes across the east Tennessee area with 32 deaths and more than 200 injured.  The tornadoes produced from light to heavy damage to hundreds of homes and businesses.  Hail as large as baseballs was also reported.,A NWS storm survey reported an EF0 tornado touched down just south of Etowah.  It had a path width of 50 yards and a path length of 2.3 miles. The max wind of 80 mph downed a few trees along its path.,CSV
201109,14,1723,201109,14,1726,58198,349327,ARIZONA,4,2011,September,Tornado,C,5,COCONINO,FGZ,14-SEP-11 17:23:00,MST-7,14-SEP-11 17:26:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF2,0.5,50.0,,,,,9.82,NNW,FLAGSTAFF,9.72,NNW,FLAGSTAFF,35.3347,-111.7056,35.3354,-111.6967,"A low pressure center over northwestern Arizona brought abundant moisture and dynamics to central and eastern parts of northern Arizona. This lead to thunderstorms producing a tornado, large hail, heavy rain, and flash flooding.","A storm survey revealed that significant forest damage occurred along the Humpherys Trail near the Snowbowl Ski Area around 10,000 feet elevation. Preliminary rating was EF2.",CSV
201105,24,1421,201105,24,1434,52830,315814,OKLAHOMA,40,2011,May,Tornado,C,11,BLAINE,OUN,24-MAY-11 14:21:00,CST-6,24-MAY-11 14:34:00,2,0,0,0,,,NWS Storm Survey,,,,,EF3,7.9,880.0,OUN,OK,93.0,MAJOR,2.2,WSW,CANTON LAKE DAM,2.88,NNW,LONGDALE,36.064,-98.634,36.165,-98.578,"A tornado outbreak occurred over parts of northern and central Oklahoma during the day on the 24th, with violent tornadoes devastating several communities. By the end of the day, one EF-5, two EF-4, and two EF-3 tornadoes destroyed buildings, ripped up trees and power poles, and unfortunately, resulted in 11 deaths. The day began with a strong upper level trough ejecting out of the southwest United States. The trough took on a negative tilt as it approached the southern Plains. A strong jet stream was located at both the middle and upper levels rotating around the upper trough. At the surface, a low pressure strengthened rapidly over northwest Oklahoma, keeping the low-level flow of warm, moist air to flow east of a dry line that had moved into western Oklahoma. Thunderstorms developed by early afternoon over western Oklahoma, and quickly became supercellular as they moved northeast. Strong low-level rotation developed early, with the first tornado occurring over Blaine county, and moved northeast into Major county. Another supercell rapidly gained low-level rotation as it moved from Caddo into Canadian County. This tornado became the strongest of them all as it moved north of El Reno, west of Piedmont, and to south of Guthrie in Logan county. Nine people died as a result of this tornado. Two more powerful supercells developed over Grady county, and they moved northeast into McClain and Cleveland counties. Finally, the final tornado occurred east of Norman into Pottawatomie county. The timing of this outbreak could not have come at a worse time, as rush hour was just unfolding as the tornadoes neared the Oklahoma City metro area.","This tornado is labeled A1 (Segment #2 of the Canton Lake tornado). The tornado moved northeast toward Canton Lake, which is where more significant damage occurred. Near the lake, on both sides where the tornado crossed, significant tree damage occurred. Numerous trailer homes were knocked over or destroyed. On the south side of the lake, two injuries occurred at the Canadian Campground. Several other campers took shelter in a concrete bathhouse. Although the bathhouse sustained damage, no injuries were reported. Other concrete structures (benches, pick-nick tables, etc.) were knocked over or shattered. On the other side of the  lake, southwest of Longdale, significant damage continued to more structures and trees. The tornado continued to move almost due north into Major County. Monetary damage estimates were not available.",CSV
